,time,tweet,country,retweet_count,sentiment
574,2019-11-15 08:50:22, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0025 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
575,2019-11-15 08:48:18, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0016 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
576,2019-11-15 08:46:04, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0024 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
586,2019-11-15 06:39:57,The grandiose and the serenity of Gurpurab captured using GalaxyS10 the next generation Galaxy SamsungIndia  ,India,0,Neutral
15,2019-11-21 13:00:44,I really miss my old RAZR but this one is pretty expensive at 1499 Verizon Only You can get a 1 TB Samsung GalaxyS10 for less So sad  ,United States,0,Neutral
592,2019-11-15 04:45:21, Samsung Galaxy Note 10 amp 10 Buy   SamsungGalaxyNote10 GalaxyS10 Samsung,India,0,Neutral
594,2019-11-15 04:22:23, SamsungIndia Answer C 18 970 PowerOf10 GalaxyS10 GalaxyNote10 SamsungIndia Commenting continuously and hoping to win,India,0,Positive
4,2019-11-21 14:23:36,Galaxy S10 receives fifth One UI 2 beta update GalaxyS10 Samsung OneUI2 news update  ,China,0,Neutral
3,2019-11-21 14:25:14,Galaxy S10 receives fifth One UI 2 beta update GalaxyS10 Samsung OneUI2 technews techupdates techsaala  ,India,0,Neutral
2,2019-11-21 14:37:51, GalaxyS11 will released in the Month of Jan Or may be in the last week of Jan 2020 early then GalaxyS10 was in Feb 20 as i know so far but take this lightly ,India,0,Neutral
598,2019-11-15 04:03:21,New phone on black Friday GalaxyS10 here I come,Unknown,0,Neutral
567,2019-11-15 12:09:56,This isn t even NightMode SamsungMobile GalaxyS10 SamsungIndia UltraWide  ,India,0,Neutral
561,2019-11-15 12:41:42,Thank you birminghamDMDR for your time learning about samsung Congratulations to our Oct sales incentive winners lakeshiashine amp Kelly and Lucy not pictured Thank you for the support tugglenation galaxys10 samsunglife bjtaylor anthonytuggle itsajoy2shine  ,United States,0,Neutral
528,2019-11-15 18:41:29, ImpeachingHearings day6inmelbourne ReleaseTheSnyderCut DAY6inAustralia haroldholt Samsung s GalaxyS10 lineup of phones is perhaps the most expansive and extensive line of devices to share the same basic name Get a BrandNew Galaxy S10  ,Unknown,0,Neutral
510,2019-11-15 19:50:33, ImpeachingHearings day6inmelbourne ReleaseTheSnyderCut DAY6inAustralia haroldholt ASMSG however resembles a with a flat display panel and more rounded corners S10E s display resolution is also lower at roughly 1080p Get a Brand New GalaxyS10  ,Unknown,0,Neutral
511,2019-11-15 19:43:20, ImpeachingHearings day6inmelbourne ReleaseTheSnyderCut day6inmelbourne ReleaseTheSnyderCut In the current climate cheaper handsets make the S10almost too easy to overlook But with top Features and greatsoftware get your free GalaxyS10  ,Unknown,0,Positive
76,2019-11-21 01:05:02,What s better P20 Pro or Galaxy S10 Check  ,Unknown,0,Positive
72,2019-11-21 02:15:28,Prague was pretty dope on to Berlin next galaxys10 lightroommobile Prague Czech Republic  ,United States,0,Neutral
68,2019-11-21 02:49:02, easyJet MasseyRob Well this deserves a retweet easyJet live night myself too photo pro mode Samsung GalaxyS10 5G  ,Switzerland,0,Neutral
63,2019-11-21 03:31:03,Hear TechBurstAsia s Gin amp Tonic podcast w Asia s device guru BryanBMa to find out his take on the latest smarthphones Apple iPhone11 Google Pixel4 Samsung GalaxyS10 Huawei mate30 and a bit about wearables as well CRASingapore  ,Singapore,0,Positive
62,2019-11-21 04:48:47,Galaxy S10 series getting 6th One UI 2 0 beta ZSKJ update heading to stable release GalaxyS10 OneUI2 0 Android10  ,Unknown,0,Neutral
59,2019-11-21 05:01:44,Sixth One UI 2 0 beta for the Galaxy S10 now available OneUI2 0 Android10 GalaxyS10  ,India,0,Positive
534,2019-11-15 15:59:08,Galaxy S10 family is receiving the fourth Android 10 based One UI 2 beta GalaxyS10 OneUI2 news beta Android10 update  ,China,0,Neutral
48,2019-11-21 06:42:14,Sixth One UI 2 0 beta for the Galaxy S10 series available to download in more regions OneUI2 0 Samsung GalaxyS10  ,Unknown,0,Positive
529,2019-11-15 18:06:22, DAY6inMelbourne ImpeachingHearings DAY6inAustralia ReleaseTheSnyderCut The midsize Samsung Galaxy S10 has all the attractive features of the S10 for less money but we still think the smaller S10e is a better buy Get a Free brand new GalaxyS10  ,Unknown,0,Neutral
428,2019-11-16 14:06:59, Samsung November Blue Fest sale Discounts offered on GalaxyTabS5e GalaxyNote10 GalaxyS10 among others  ,India,0,Neutral
331,2019-11-18 05:22:48, SamsungGalaxyA51 might have hybrid footprint of GalaxyNote10 and GalaxyS10 Samsung GalaxyA51 Android OneUi SamsungGalaxy,India,0,Neutral
324,2019-11-18 08:18:18, Samsung Patent for four sides curved display so it gives a reminder of old edge series samsunggalaxys11 GalaxyNote10 GalaxyNote10Plus GalaxyS10 GalaxyFold AmreliaRuhez TrakinTech technicaldost sharmajitech  ,India,0,Neutral
199,2019-11-19 14:30:41,Samsung Game U event in NYC this Friday Listen to a discussion on gaming innovations Network Play with Samsung technology Get more info amp RSVP here   samsungexperience galaxynote galaxynote10 galaxys10plus galaxys10  ,United States,0,Neutral
315,2019-11-18 10:53:04, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0035 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
203,2019-11-19 13:59:53, Samsung GalaxyS10 Lite camera specification exposure rear use 48MP main camera 5MP 12MP front 32MP battery capacity 4370mAh  ,India,0,Neutral
311,2019-11-18 11:32:11, save us LiberateHongKong nochinaextradition letmefree HongKonger hkboy takephoto film filmphotography freedom freedomhk hongkong saveus galaxys10 photography HongKongProtest FreedomHongKong kuji 90s November  ,Hong Kong,0,Neutral
206,2019-11-19 13:16:24,Can you Guess This Device Follow TechnicalAll18 samsung galaxya7 galaxya9 samsungs10 a9 galaxys10 s10plus samsungs10plus s10 galaxys10plus samsunggalaxy galaxynote8 thenextgalaxy instatech s9 note8 galaxynote9 android galaxys9 galaxys9plus s9plus  ,India,0,Neutral
210,2019-11-19 12:30:32,It s November the something and that means another Black Friday deal approaches This time it s Samsung with sales on smartphones headphones and smartwatches Samsung BlackFriday GalaxyS10  ,United Kingdom,0,Neutral
304,2019-11-18 12:42:35,Late autumninal effects in Panjab university OfficialPU Shit on SamsungIndia galaxys10  ,India,0,Neutral
128,2019-11-20 12:41:40,Hello Guys What s up Do you want to get a brand new Samsung Galaxy S10 Just click the below link and follow the instruction you will get a brand new Samsung Galaxy S10 Cheers Click Here gt   Samsung SamsungGalaxy GalaxyS10 mobile  ,Unknown,0,Neutral
353,2019-11-17 16:03:50, 4Scarrs Gaming TV Maybe my GalaxyS10 in the future if possible But TV for sure I grew up gaming on a TV and it s my preferred option ,Canada,0,Neutral
178,2019-11-19 19:07:25, SamsungGalaxy GalaxyS10 Get a New Galaxy S10 Now  ,United States,0,Neutral
348,2019-11-17 19:59:34,If the s10e doesn t have a heart rate monitor then what is this GalaxyS10 s10e  ,Unknown,0,Neutral
342,2019-11-18 03:33:27, matingritual matingritualband last night in dtla matingritual galaxys10  ,Unknown,0,Neutral
340,2019-11-18 03:45:30,Comment S five times in a row for Samsung comment A five times for apple Follow TechnicalAll18 samsung galaxyfold foldingphone android oneui samsungnote8 galaxynote8 galaxynote9 samsungfans s10 s10e galaxynote10 note10 noteseries samsung galaxys10  ,India,0,Neutral
212,2019-11-19 11:50:14, Xbox Xcloud vs GoogleStadia Playing both plus PlaystationNow streaming and Xbox is by far the best Playing real games on my galaxys10 has been amazing I m no longer going to get an NintendoAmerica s NintendoSwitch because of how well Xcloud works  ,United States,0,Positive
1,2019-11-21 14:45:10,Samsung Galaxy S10 Lite specs sound anything but Lite in latest leak  ,India,0,Positive
299,2019-11-18 13:55:05,Samsung Note 10 2nd amp Note 9 1st Android 10 beta Update getting next week Samsung GalaxyNote10 GalaxyS9 GalaxyS10 GalaxyNote9 Smartphones prices specs features Android10  ,Saudi Arabia,0,Neutral
275,2019-11-18 18:35:35,Here is one super helpful feature built into the Samsung Messages App How would you use it Samsung GalaxyNote10 GalaxyS10 SamsungMobileUS New Video  ,United States,0,Neutral
236,2019-11-19 05:25:25,Unlocked the power of creativity Now shoot epic pictures and videos and edit on the go with the intelligent S Pen Super Steady mode and Ultra Wide Camera GalaxyS10 GalaxyNote10Plus PowerOf10  ,India,0,Neutral
271,2019-11-18 19:13:16,Samsung has quickly rolled out Beta 5 of OneUI2 for the GalaxyS10 series with more bugfixes Grab the OTA and install it right now on your S10 S10 S10e  ,India,0,Positive
242,2019-11-19 04:26:03,Fifth One UI 2 0 beta for the Galaxy S10 series available in the US T Mobile and Sprint OneUI2 0 GalaxyS10 Android10  ,Unknown,0,Positive
266,2019-11-18 21:37:46, GalaxyS10 features a large curved edge screen amp puts vault like security at fingertips with new Ultrasonic Fingerprint Scanner With a front camera and 3 rear cameras including an ultra wide and ultra zoom lens its easy to capture photos blackfriday  ,United States,0,Neutral
265,2019-11-18 21:38:02,Where can you find constant lasers and long buildups neongarden lasers lasershow techno trance trancefamily edc edcorlando withgalaxy galaxy galaxys10 samsung samsunggalaxy weekend weekendvibes  ,United States,0,Neutral
243,2019-11-19 04:12:25,I just took off my screen protector and lemme tell you feels fuckin amazing samsung GalaxyS10,United States,0,Positive
247,2019-11-19 02:01:15, GalaxyS10 raw Night shot  ,United States,0,Neutral
250,2019-11-19 00:23:08, Repost iphonezty Is This New Samsung Galaxy S11 Let us know in comment By samsung unleashed samsung galaxya7 galaxya9 samsungs10 a9 galaxys10 s10plus infinitydisplay  ,Canada,0,Neutral
277,2019-11-18 17:03:18,RT gizbot Samsung has started rolling out its latest Android 10 based One UI 2 0 beta 4 update to its GalaxyS10 series SamsungIndia  ,India,0,Positive
226,2019-11-19 07:08:02,Want to know the expert s view on which smartphones live up to the hype Do we need a foldable smartphone How much is too much for a phone TechBurstAsia talks w Asia s top device guru IDC s bryanbma to find out iPhone11 Pixel4 GalaxyS10  ,Singapore,0,Neutral
290,2019-11-18 15:45:05,How to download 5th One UI 2 0 beta for the Galaxy S10e S10 and S10 Samsung OneUI GalaxyS10  ,India,0,Neutral
215,2019-11-19 09:33:55, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0037 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
218,2019-11-19 08:58:39, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 MacBookPro16 V1 Silver Private Disk N 0036 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
293,2019-11-18 14:50:13,Galaxy S10 series getting 5th One UI 2 0 beta ZSKF update could be last GalaxyS10 OneUI2 0 Android10  ,Unknown,0,Neutral
292,2019-11-18 15:06:35,Got sent the wrong size screen protector so now I m a nervous wreck around my phone till another comes GalaxyS10 SamsungUK,United Kingdom,0,Negative
291,2019-11-18 15:11:05,Download fifth One UI 2 0 beta for the Galaxy S10e S10 and S10 ZSKF GalaxyS10 OneUI2 0 Android10  ,Unknown,0,Neutral
280,2019-11-18 17:00:01,Samsung has started rolling out its latest Android 10 based One UI 2 0 beta 4 update to its GalaxyS10 series SamsungIndia  ,Unknown,0,Positive
219,2019-11-19 08:54:57, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 MacBookPro16 V1 MidnightGreen Private Disk N 0036 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
221,2019-11-19 08:30:17,One Plus 7T Pro A Flagship Killer Is Back   OnePlus7TPro Flagship GalaxyS10 iPhoneXSMax OnePlus6T OnePlusOne 2019 QualcommSnapdragon  ,Pakistan,0,Neutral
285,2019-11-18 16:28:01,Here is the Amazing Feature of Official Samsung Galaxy A20s   MondayMotivation Samsung GalaxyNote10 Galaxy GalaxyS10Plus GalaxyA GalaxyFold GalaxyM30s GalaxyM30s GalaxyALife GalaxyS10 PhonesCounter,Canada,0,Positive
284,2019-11-18 16:29:41,Key Specs amp Features of Samsung Galaxy M10s Check out here   MondayMotivation Samsung GalaxyNote10 Galaxy GalaxyS10Plus GalaxyA GalaxyFold GalaxyM30s GalaxyM30s GalaxyALife GalaxyS10 PhonesCounter,Canada,0,Neutral
356,2019-11-17 15:15:00,College basketball GamblingTwitter FreePicks Galaxys10 sportsbetting cashoutdaily Sportsbettor NCAAB  ,Unknown,0,Neutral
357,2019-11-17 14:55:40,Help What s better the samsung galaxy watch or the samsung galaxy watch active2 SamsungMobile Samsung galaxywatch GalaxyS10 GalaxyWatchActive2,United States,0,Positive
140,2019-11-20 09:16:17, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0039 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
425,2019-11-16 15:13:55,live the moment forever with the galaxys10 SamsungMobile SamsungUS SamsungMobileUS  ,Unknown,0,Neutral
423,2019-11-16 16:25:03,My new weapon of choice samsung GalaxyS10 ee mobilephone mobilephotography technology  ,United Kingdom,0,Neutral
422,2019-11-16 16:32:12, schimahr I have the Samsung GalaxyS10 and it s easy to use Nothing crazy In fact it took me less time to set it up than when I upgraded from my iphone4 to 6 Plus And this was my switch from Apple to Android ,Canada,0,Neutral
142,2019-11-20 08:59:34, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0022 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
419,2019-11-16 17:59:50,Galaxy S10 5G getting third One UI 2 0 beta update GalaxyS10 OneUI2 0 Android10  ,Unknown,0,Neutral
143,2019-11-20 08:29:07, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0038 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
414,2019-11-16 19:54:21, TMobile is maaad fake I lost my GalaxyS10 Customer care amp in store said oh if you had an iPhone you could locate it Google definitely tracked my phone All y all want is Greedy,Unknown,0,Neutral
413,2019-11-16 20:29:26, RODENT950 compare gpixel4 galaxys10 iphone11 huaweip30pro ,Belarus,0,Neutral
144,2019-11-20 08:28:28,Random thought really been enjoying the switch from my GalaxyS10 to this iPhone11ProMax The UI could use some minor tweaks but overall I remember why I had iOS in the first place,Unknown,0,Neutral
429,2019-11-16 13:45:15,The ultra compact design iPhone charger USB C Charger Anker 18W PIQ 3 0 FastCharger Adapter PowerPort III Nano USB C Wall Charger for iPhone11 11 Pro 11 Pro Max XR XS X GalaxyS10 S9 Pixel 3 2 iPadPro and More tech technology more  ,United States,0,Positive
130,2019-11-20 12:15:00, Samsung One UI 2 for Galaxy phones packs refinements like animated app icons Samsung s newest user interface is currently available in beta on GalaxyS10 amp GalaxyNote10 phones  ,Spain,0,Positive
447,2019-11-16 08:30:38,Hello Guys What s up Do you want to get a brand new Galaxy S10 Just click the below link amp follow the instruction collect 100 points You will get a brand new Samsung Galaxy S10 Cheers Click Now gt   Samsung GalaxyS10 samsunggalaxy mobile  ,Unknown,0,Neutral
129,2019-11-20 12:29:01, SamsungMobileSA the Galaxy S10 isn t playing games with the Ssm Super slow motion wish it was longer tho GalaxyS10  ,South Africa,0,Neutral
444,2019-11-16 09:13:53,Finally after much thought This is my long termer Can t wait to test the battery life and the Dolby Atmos speakers against the iPhone11ProMax and GalaxyS10 And of course 90HZ screen OnePlus7T  ,United Kingdom,0,Neutral
442,2019-11-16 09:46:53, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0027 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
441,2019-11-16 09:50:38, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0028 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
439,2019-11-16 10:33:18,How does the iPhone 11 stack up to the Samsung flagship device the Galaxy S10 Here is a in depth comparison so you can select which will be the right one for you   iphone11 GalaxyS10 comparison apple samsung Versus camera iOS Android,India,0,Neutral
137,2019-11-20 10:02:17,Get Exciting offers for Corporate Use your Official Email id to Unlock Exclusive Benefits 9902444422 9606444422 samsung galaxy galaxyS10 Note10 nightmode GalaxyAseries Aseries beyond Flagship mobile smartphone photo dowhatyoucant Samsungofficial Samsungindia  ,Unknown,0,Neutral
132,2019-11-20 11:53:39,Samsung S10 lite specs leaked samsung samsunggalaxy galaxys10 leaks  ,India,0,Neutral
133,2019-11-20 11:24:15,With the GalaxyS10 there are so many ways to capture my memories like a pro Be it HDR 10 videos super slow mo clips ultra wide landscapes or super night shots I am always ready for my next adventure ,Unknown,0,Neutral
436,2019-11-16 11:52:25,Welcome to the world of Galaxy Buy a GalaxyNote10 or GalaxyS10 and avail special offers Go ahead choose a combo you like and enjoy seamless connectivity always Buy now And more information Please Visit Phone World Camp Address Shop No 4 Aurora Towers Camp 9168637488  ,Unknown,0,Positive
136,2019-11-20 10:18:31,Hello Guys What s up Do you want to get a brand new Samsung Galaxy S10 Just click the below link and follow the instruction You will get a brand new Samsung Galaxy S10 Cheers Click Now gt   Samsung SamsungGalaxy GalaxyS10 mobile phones  ,Unknown,0,Neutral
410,2019-11-16 21:10:39,While I like my SamsungMobileUS GalaxyS10 I must say I hate this fucking curve screen Quite often I find myself pressing something on the screen when I try using it one handed Its fucking annoying ,Unknown,0,Negative
148,2019-11-20 07:33:01, protectyrbubble B4BF3 my most beloved gadget is my GalaxyS10 It s my camera my media centre My news outlet and my link to family and friends afar ,United Kingdom,0,Positive
169,2019-11-19 22:33:10,This city has given me so much to shoot is nuts galaxys10 lightroommobile Prague Czech Republic  ,United States,0,Neutral
378,2019-11-17 09:50:01, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0029 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
377,2019-11-17 09:51:51, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0030 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
375,2019-11-17 10:03:35, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0031 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,0,Neutral
372,2019-11-17 10:18:52,Sorry I haven t posted a daily quote in sometime Just got a new phone GalaxyS10 galaxygang gg,United States,0,Neutral
371,2019-11-17 10:54:49, elainec5182 and I went off to Loch Leven last night to try both our phones night mode iPhone11 GalaxyS10  ,United Kingdom,0,Neutral
171,2019-11-19 21:36:03,don t have a Pixel Stadia via Chrome on my GalaxyS10 works like a champ ,Unknown,0,Neutral
174,2019-11-19 20:21:07,The full grain leather SFBags iPhone RANGER CASE keeps your phone by your side and your hands free   iPhone iPhoneXS iPhoneXSmax iPhone8plus GalaxyS10 Pixel3 GooglePixel iPhone XR Galaxy S10 MadeinAmerica iphonecase phonecase handmade  ,United States,0,Positive
175,2019-11-19 20:19:06,iPhone XR vs Galaxy S10 which is better  ,Finland,0,Positive
365,2019-11-17 12:40:38,Hi guys Special offer just click the below link and Signup Samsung Smartphone Offer samsunggalaxy GalaxyS10 SAMSUNG GalaxyS10 magic Offer LINK  ,United States,0,Positive
364,2019-11-17 12:50:48,Shot on GalaxyS10 Ultra wide,Japan,0,Neutral
176,2019-11-19 19:47:32, LETSGO SamsungMobileUS thank you for this beautiful piece of tech I feel like I m in the year 2045 withGalaxy GalaxyFold TeamGalaxy DoWhatYouCant SamsungMembers GalaxyS10 GalaxyS10Plus LoveforGalaxy Galaxy GalaxyNote10 GalaxyNotePlus Samsung  ,United States,0,Positive
164,2019-11-20 01:06:08,Camden Free Public Library library architecture camden abandonedplaces newjersey just newjersey jerseyshore njinbnw njspots supportnjlocal explorenj visitnj galaxys10 withgalaxy bnw bwphotography bnw planet whileworking picoftheday photooftheday  ,United States,0,Neutral
157,2019-11-20 05:32:27, SamsungCarnival on Flipkart Discount on GalaxyA50 cashback on GalaxyS10 GalaxyNote10 and others  ,India,0,Neutral
153,2019-11-20 06:42:00,Samsung Galaxy S10 tips and tricks GalaxyS10  ,India,0,Neutral
163,2019-11-20 02:20:16,This what im looking like i will update when the games over okay CASHOUTDAILYISAMFLIFESTYLE GamblingTwitter FreePicks Galaxys10 sportsbetting Sportsbettor  ,Unknown,0,Positive
395,2019-11-17 02:00:06,Ultra sonic fingerprint on GalaxyS10 WhitestoneDomeGlass definitely work Dome Glass with the very unique technology MKBHD   BTS ARMY JIN JUNGKOOK RM V JIMIN JHOPE SUGA BEST Screenprotector SHOP NOW gt  ,Unknown,0,Positive
392,2019-11-17 03:31:02,Hear TechBurstAsia s Gin amp Tonic podcast w Asia s device guru BryanBMa to find out his take on the latest smarthphones Apple iPhone11 Google Pixel4 Samsung GalaxyS10 Huawei mate30 amp find out which he finds relatively plain CRASingapore  ,Singapore,0,Neutral
162,2019-11-20 02:37:59, TMobile verizon ATT Apple Wi Fi Calling domainname for sale  Make calls with any Wi Fi connection WiFi wificalling TechNews phonepesupport tmobile att apple Verizon internet freecalling freecalls iPhone11Pro GalaxyS10 wifiteam,United States,0,Neutral
599,2019-11-15 02:07:20,Looking for a new premium Samsung Galaxy S10 phone case Supcase have a range of stylish but practical protection for your phone  ,United Kingdom,0,Positive
