,time,tweet,country,retweet_count,sentiment
248,2019-11-21 16:14:21,iPhone 8plus available at giveaway price iPhone11 plus iphonex s apple iphonex8plus iphonexsmax iphonexr pro splus ios ,Australia,5,Positive
335,2019-11-21 13:21:49,Can you see a similar pattern in the pricing of iphone11 by Apple iPhone 699 iPhone Pro 999 iPhone Pro max 1099 Explained very well in Dan Ariely s book Predictably Irrational 3 3,Canada,5,Neutral
47,2019-11-21 23:16:27, Free Shipping 20 Off Everything Get In Loser Art Frame Prints Poster iPhone iPhoneX iPhone11 Phone Case Shirt Top Mug amp More by moop ,Canada,5,Positive
342,2019-11-21 13:08:30, Snowfox is an International Education Consulting firm Offering professional support to Nigerians looking to study wor ,United States,5,Neutral
270,2019-11-21 15:37:31,Having to remember my passwords when I have to set up a new phone FirstWorldProblems androidtoiphone androidtoIOS iphone iphone11,Canada,5,Neutral
506,2019-11-21 06:37:15,Taken just before it was completely dark Night mode deep fusion on the iPhone 11 is kind of ridiculously good iPhone11 nightmode LosAngeles ,Singapore,4,Neutral
527,2019-11-21 05:27:03, chans0cks U saying it would have been better if he had brought iphone11 pro instead ,Canada,4,Positive
437,2019-11-21 09:35:55,Apple releases their Smart Battery Cases for the iPhone 11 iPhone 11 Pro and iPhone 11 Pro Max which now has a dedicated camera button on the side apple smartbatterycase iphonecase iphone11 iphone11pro ,United States,4,Neutral
743,2019-11-20 22:34:15, Cristiano Which one is more stronger Iphone11 or Nokia 3310 Click the link below and find out ,India,4,Positive
456,2019-11-21 08:28:50,Apple launched smart battery cases for iPhone 11 series lineup appleinsider iPhone11 ,Canada,4,Neutral
108,2019-11-21 20:57:24,Get an Iphone 11 just for 699 from amazon Purchase Link iPhone11 iPhone Apple buyonline AmazonPrime ThursdayThoughts thursdayvibes shopsmall Apple ,Singapore,4,Neutral
888,2019-11-20 18:29:54, Breaking News Apple released new Smart Battery Cases for the iPhone 11 series It features a button that takes picture ,United States,4,Neutral
844,2019-11-20 19:15:02,iPhone 11 Pro Whitestone Dome Glass installation iPhone11 iPhone11Pro iPhone11ProMax PROTECT YOUR DEVICE WITH THE BEST GLASS SCREEN PROTECTOR WhitestoneDomeGlass BTS ARMY JIN JUNGKOOK RM V JIMIN JHOPE SUGA BEST Screenprotector ,Germany,4,Positive
135,2019-11-21 19:36:08, Daily Tech News SamsungMobileUS Note10Plus 309 amp FREE GalaxyBuds GalaxyS11 fast charging speed and 120HZ smooth ,Unknown,4,Neutral
549,2019-11-21 04:54:46,Shot on iPhone11 ,United States,4,Neutral
136,2019-11-21 19:35:57, Daily Tech News SamsungMobileUS Note10Plus 309 amp FREE GalaxyBuds GalaxyS11 fast charging speed and 120HZ smooth display 129 iPhone11 battery case Video Order Note 10 Affiliate link GregglesArmyStrong ,United States,4,Neutral
863,2019-11-20 19:00:47, We got that new new covered ,Canada,4,Neutral
910,2019-11-20 17:37:33, shopliferosa nalz83349104 Khulu Mosia I could honestly love to win that iphone11 pro I need my selfie game ,Canada,4,Neutral
246,2019-11-21 16:18:38, Don t ask me how but I got my hands on the new iPhone 11 tonight Swipe through to see the difference between the 11 and t ,Canada,3,Neutral
658,2019-11-21 00:56:49, Red means Love Chiffon Top Scarf iPhone Case amp Cover amp more By maksciamind findyour ,Singapore,3,Positive
572,2019-11-21 04:34:54, Wallpapers Apple Background wallpaper walls lockscreen homescreen painter Private Disk N 0038 iPhone11 iPhone11Pro ,Canada,3,Neutral
896,2019-11-20 18:02:34,Virginia is for lovers iPhone11 ,Canada,3,Neutral
894,2019-11-20 18:10:20,So I broke my iPhone I stupidly asked Siri how do I make my wife happy Siri hasn t stopped talking for two weeks now iPhone iPhoneX iPhone11 Siri lol,Unknown,3,Neutral
236,2019-11-21 16:32:55, STCPay easy international remittance and bills payment IPhone11 STCPay,United States,3,Neutral
891,2019-11-20 18:26:36,iPhone 11 64gb R12 999 Apple apple iPhone11 forsale boxed iphone cpt rsa ,France,3,Neutral
740,2019-11-20 22:35:57,Which one is more stronger Iphone11 or Nokia 3310 Click the link below and find out ,Australia,3,Positive
229,2019-11-21 16:49:11,OMG All set for auction iPhone11 IPL2020 RCB RCBTweets IPL ,Unknown,3,Neutral
231,2019-11-21 16:47:21,My favourite WatchFace What s your favourite Like it Leave a comment Join the community AppleTech fan iphone11 iphone11pro iphone11promax iphonepro appleiphone11pro spacegray ,Germany,3,Neutral
213,2019-11-21 17:17:10, black chinese snake rose simple aesthetic art diy phonecases customcases iphonecase iphone8plus i ,Unknown,3,Neutral
578,2019-11-21 04:18:48, IPhone11 STCPay DanubeCo easy pay STCPay,Canada,3,Positive
247,2019-11-21 16:18:02, Our new article Don t buy the iPhone11 series before reading this 6 Reasons to wait for the 2020Iphones Don t do this big m ,Germany,3,Neutral
223,2019-11-21 16:59:28, Wallpapers Apple Background wallpaper walls lockscreen homescreen painter Private Disk N 0042 iPhone11 iPhone11Pro ,Unknown,3,Neutral
359,2019-11-21 12:44:13, iTech911 Still Selling Brand New Sealed FACTORY UNLOCKED iPhone11 128GB gt gt Ghc 5 400 Call WhatsApp iMessage 055869 ,United States,3,Neutral
744,2019-11-20 22:33:21, SubwaySaudi Can t get enough IPhone11 STCPay,Canada,3,Neutral
225,2019-11-21 16:52:04, New Video is Live Ringke Fusion iPhone11 Case Lineup Appreciate those who come though https ,Canada,3,Neutral
493,2019-11-21 07:06:50, Download for Free View on AppStore The all new Grocery Shopping List app for iOS and iPadO ,Canada,3,Neutral
674,2019-11-21 00:19:47,Walked into Verizon to get myself a new iphone11 and ended up getting an iPad as well ,France,3,Neutral
871,2019-11-20 18:53:23,So someone s follower just got her a brand new iphone11 today in this app This same Twitter that I haven t gotten anything from anyone God I see what you re doing for others ooh ,Canada,3,Neutral
615,2019-11-21 02:35:55, Oh My God Look at this neck to neck competition between these two best phones of 2019 The iPhone 11 Pro and Samsung ,United States,3,Positive
656,2019-11-21 01:01:00,It s always time for more Fun with iPhone 11 cases This time I m comparing the best from i Blason and SUPCASE with a borrowed iPhone 11 Pro Max ,United States,3,Positive
621,2019-11-21 02:25:15, hsieh zachary MrBeastYT ChrisO2 ChandlerHallow theoffgarrett jake theviking I m kinda waiting all over the night to watch your upcoming video on youtube Hope I can be the first one to get your a custom iphone11,Australia,3,Neutral
696,2019-11-20 23:33:46,That Iphone11 quality ArianaGrande ,India,3,Neutral
499,2019-11-21 06:57:36, Now I have a reason to uninstall my unuse app for this game hsieh zachary I better win 1 from 50 IPhone11 giveaway to con ,United States,3,Neutral
617,2019-11-21 02:30:20,Morgan Magazine Apple iPhone11 iPhone11ProMax Protective BATTERY CASES for APPLE iPHONE 11 Model ,France,3,Neutral
487,2019-11-21 07:33:06, My iPhone 11 advert design AppleMusic AppleTV iPhone11ProMax iPhone11 iPhone11Pro iPhone11ProMax iPhone11plu ,Unknown,3,Neutral
653,2019-11-21 01:16:17,iPhones should I not stay with Apple Should I get a Samsung instead iPhones look the same nothing really stands out iPhone11 or Samsung ,Unknown,3,Neutral
536,2019-11-21 05:06:14,iphone11,United States,3,Neutral
710,2019-11-20 23:10:43, STCPay V hmaad Congratulations I always pay my bills at DanubeCo Thank you IPhone11 STCPay,Australia,3,Neutral
756,2019-11-20 22:04:00,FREE Survival Emergency and First Aid Apps apps disasterpreparedness ,United States,3,Positive
324,2019-11-21 13:46:48,Urgent Upgrade I have an iphone 5 amp I m scared it will explode RT APPLE giveaway contest sweeps win AI appleNews Iphone Iphone11 iPhoneXR IphonePRO iDrop News is giving away a free iPhone 11 Pro Max in May Enter to win now ,Canada,3,Positive
630,2019-11-21 02:09:01, News Apple iPhone11 SmartBatteryCase New Apple iPhone 11 Smart Battery Case Adds 1 Unique Surprise Feature via forbes ,Unknown,3,Neutral
923,2019-11-20 17:06:30, STCPay can pay your SAWA Bills directly to your MySTC STC KSA Transfer money via WesternUnion IPhone11 STCPay Apple ,Netherlands,2,Neutral
569,2019-11-21 04:35:26, Wallpapers Apple Background wallpaper walls free lockscreen homescreen Public N 0022 iPhone11 iPhone11Pro iPhone ,France,2,Neutral
810,2019-11-20 19:59:09,I m trying to win a ProClipUSA giveaway for a free iPhone11 and Case ,Unknown,2,Positive
912,2019-11-20 17:31:46, shopliferosa nalz83349104 Khulu Mosia I could honestly love to win that iphone11 pro I need my selfie game to be in a 100 BlackFridayCompetiton,Unknown,2,Neutral
299,2019-11-21 14:11:14, Soshi using iPhone11 pro max ,Canada,2,Neutral
701,2019-11-20 23:22:41, timcook strongest in the world france24 RTnews nhk news AlJazeera bbc bbcnews tech Android npr nprnews MAGA wethepeople gma TodayShow skynews skypapers mac QAnon youtube Google breakingnews iPhone11 mac MacBookPro apple macos iOS Brexit eu paris ,Canada,2,Neutral
119,2019-11-21 20:27:28, JumiaNigeria I would love to win an iphone11,France,2,Positive
960,2019-11-20 16:05:03,OnePlus 7T vs iPhone 11 Comparison Which Is Better ,India,2,Positive
711,2019-11-20 23:10:34, STCPay nermar8967 Congratulations I always pay my bills at DanubeCo Thank you IPhone11 STCPay,Canada,2,Neutral
141,2019-11-21 19:30:21,iPhone 11 Giveaway here we go iPhone11 iPhone11Th iPhone11Pro iPhoneSE2 iphone iphone ,Canada,2,Neutral
112,2019-11-21 20:42:46, BeAlpha SonyArtisan iPhone11ProMax oak night BlueOak donsmithphotography photoworkshops landscapephotography SanBenitoCounty Hollister California DiabloMountainRange dusk sunset beautyinnature peaceful ruralscene travel nature outdoors mountain sky iPhone11 ,Canada,2,Neutral
334,2019-11-21 13:22:39, Can you see a similar pattern in the pricing of iphone11 by Apple iPhone 699 iPhone Pro 999 iPhone Pro max 1099 ,France,2,Neutral
425,2019-11-21 10:10:10,Apple and Foxconn have been forced again to admit to violating Chinese labour laws while producing the iPhone11 ,Canada,2,Neutral
706,2019-11-20 23:15:10,Since the homie Tom Lindsay is too cool for social media and never posts any of his work I m going to brag for him He cut one of the coolest spots airing right now ,United States,2,Neutral
183,2019-11-21 18:22:19, Seth Griff Congratulations to Seth on his new iPhone11 RT if you think we should do more giveaways like this https ,Unknown,2,Positive
375,2019-11-21 12:23:41, ,Germany,2,Neutral
350,2019-11-21 13:00:33,Brand new iPhone XR 64GB 220k DUAL SIM 265K dallas dallasonline dallasstore phones ikeja computervillage iphone11 tech applestore iphone iphonex apple gadgets samsung note10plus notes10 smartphones ios technology electronics mobiles unboxing instagood ,Germany,2,Neutral
576,2019-11-21 04:29:42,One of the pictures I took at Venice beach venicebeach iPhone11 natural unedited pacificsunset ,France,2,Neutral
794,2019-11-20 20:34:14,very convenient and easy way to transfer money internationally or locally stc pay has been very useful to our family IPhone11 STCPay,France,2,Neutral
227,2019-11-21 16:49:36,New XVIDA Classic Collection for iPhone 11 iPhone 11 Pro amp Max now available for pre order Shop the collection ,Singapore,2,Neutral
373,2019-11-21 12:26:56, Brand New Sealed Factory Unlocked iPhone11 to one lucky follower Follow iTech911 iDeviceCare TearTopGh on here amp Ins ,United States,2,Neutral
347,2019-11-21 13:02:05, Wallpapers homescreen Background android Samsung Google walls Free iPhone11Pro iPhone11 4K Soon galaxys9 galaxys8 GalaxyNote9 amp Below iPhoneX iPhoneXS iPhoneXSMax iPhoneXR iPhones gt gt Like Follow Retweet lt lt Prod By Hk3ToN ,France,2,Positive
349,2019-11-21 13:00:43,Apple have released new battery cases for the iPhone 11 range They even have a camera shortcut button Apple iPhone11 Battery Case,Canada,2,Neutral
352,2019-11-21 12:58:52,wonreum have been thriving lately Yeoreum getting her iphone11 ,Unknown,2,Neutral
366,2019-11-21 12:37:40, Your destiny is your destination Your desire is what takes you there Unknown pxl8it iphone11 iphonephotography blackandwhite florida silversprings meaningful mindfulness graffiti message ,United States,2,Neutral
322,2019-11-21 13:48:09,The Fastest Way To Download Videos From Instagram Without Using Any App On iOS 13 Only instagram instasave technologies technology tech technews innovation Apple iphone iphone11 ios13 ios iPhone11Pro Trending ,Germany,1,Neutral
97,2019-11-21 21:29:13,Apple tells Congress iPhones are too risky for normal humans to repair ,Unknown,1,Neutral
870,2019-11-20 18:54:06, When you buy iPhone11 for 800k and you fall down the stairs and you hear Crakaka and you be like Father lord let that be m ,France,1,Neutral
832,2019-11-20 19:29:15, Sale On Everything Alien Covenant Vintage TShirt Tees Shirt Top Art Print iPhone iPhone11 Phone Case Mug amp More by llllHivellll ,Canada,1,Neutral
100,2019-11-21 21:21:11, hsieh zachary Let me win 1 iphone11 Zach please it ll really help me in a lot of things its part of my dream Please zach let me win ,Unknown,1,Positive
614,2019-11-21 02:36:13,This Is 11 And I Am Loving It Apple iphone11 ,United States,1,Positive
598,2019-11-21 03:20:35,Win a ProClipUSA giveaway for an iPhone11 and mounting solution ,Unknown,1,Positive
654,2019-11-21 01:07:34, Apple iPhone11 iOS13 Recent calls should behave like voice messages When we delete a voice message the deleted item goes into a deleted bin However when we delete an important recent call it immediately disappears without an option to recover it Darn it to heck ,France,1,Neutral
83,2019-11-21 21:50:18, Alan yournextbf Applephobia11 fear of iphone11,United States,1,Neutral
952,2019-11-20 16:14:47,Cant wait to get myself a new Apple Mac iPhone 11 and Data Who wishes the same I might hook you up iPhone11 ShoMadjozi Burnaboy rain PrayForNeyiZimu ,United States,1,Neutral
958,2019-11-20 16:08:35, The Hong Kong skyline is pretty spectacular Talk about taking my breath away hongkong iPhone11ProMax iphone11 trav ,India,1,Positive
329,2019-11-21 13:31:42, Wallpapers Apple Background wallpaper walls free lockscreen homescreen Public N 0023 iPhone11 iPhone11Pro iPhone ,Canada,1,Neutral
27,2019-11-22 00:15:06,Apple iPhone 11 Pro Max display repair prices and the best screen protectors to avoid them iPhone11 iPhone11ProMax screenprotector The Best Protection for your device WhitestoneDomeGlass 30 off now ,Canada,1,Positive
326,2019-11-21 13:41:47, EEEKit Qi Wireless Car Charger CD Slot Mount Car Stand Phone Holder for Samsung Galaxy S10 S10E S9 S8 Plus iPhone 11 11 Pro XS Max XR X 8 Plus and More Qi Enabled Devices SamsungGalaxy iphone11 iPhone11Pro iPhoneXR iphone8plus shopnow ,Singapore,1,Positive
361,2019-11-21 12:40:59, Apple officially released the all iPhone 11 series of silicone smart battery case apple iphone ipad iPhone11Pro iPhone ,United States,1,Neutral
339,2019-11-21 13:12:39, MaxWinebach Anyway they should be more rigorous about the way they re gonna implement the cameras on s11 I was quite disheartened after hearing Iphone11 pro just simply outstaged the Samsung note 10 in terms of camera ,United States,1,Neutral
340,2019-11-21 13:12:18, aragaki 0920 iPhone11,Germany,1,Neutral
341,2019-11-21 13:08:55, Brand new iPhone XR 64GB 220k DUAL SIM 265K dallas dallasonline dallasstore phones ikeja computervillage iphon ,Unknown,1,Neutral
351,2019-11-21 12:59:45, Is this just a coincidence that I wore this dress on the same day as Apple iPhone 11 s launch iPhone11 ,Canada,1,Neutral
786,2019-11-20 20:55:53, apple iPhone11 my first purchase ,Unknown,1,Neutral
365,2019-11-21 12:38:01, iTech911 Still Selling Brand New Sealed FACTORY UNLOCKED iPhone11 128GB gt gt Ghc 5 400 Call WhatsApp iMessage 0558690908 iTech911 iBuy iSell iSwap iFix Apple Accra Ghana FreeDelivery Warranty 0to100in10 Warranty iTech911 iDealerShip ,United States,1,Neutral
369,2019-11-21 12:34:08,Midday Update iTech911 Still Selling Brand New Sealed Factory Unlocked iPhone11 64GB gt gt Ghc 5 200 Call WhatsApp iMessage 0558690908 iTech911 iBuy iSell iSwap iFix Apple Accra Ghana FreeDelivery Warranty 0to100in10 Warranty iTech911 iDealerShip ,Australia,1,Neutral
371,2019-11-21 12:33:12,Yoona is using that iphone11 ,Unknown,1,Neutral
325,2019-11-21 13:45:16,Urgent Upgrade I have an iphone 5 amp I m scared it will explode RT APPLE giveaway contest sweeps win AI appleNews Iphone Iphone11 iPhoneXR IphonePRO iDrop News is giving away a free iPhone 11 in February Enter to win now ,Canada,1,Positive
331,2019-11-21 13:30:40,Agoz Apple Watch Cover check Agoz Macbook Air Snap On Cover check Starbucks coffee double check agozlifestyle agoz technology agoztech ThursdayMorning ThursdayMotivation FelizJueves iphonexs iphonexsmax iphone11 iphone11pro iphone11promax tech ,Australia,1,Neutral
821,2019-11-20 19:43:12,MY DADS GETTING ME A YELLOW IPHONE11 IM GONA CRY,Canada,1,Neutral
310,2019-11-21 13:59:01, imd 6 6 7 7 8 8 x xs xr xsmax 11 11pro 11promax Iphone 11 Iphone11 bymecmyyy ,Unknown,1,Neutral
305,2019-11-21 14:02:16, 6 6 7 7 8 8 x xs xr xsmax 11 11pro 11promax Iphone 11 Iphone11 bymecmyyy ,Australia,1,Neutral
13,2019-11-22 00:59:11,Ima try to get out this weekend and shoot some photos I gotta take advantage of this wide angle lens photographer photography iPhone11,Australia,1,Neutral
14,2019-11-22 00:50:41,If you re looking to upgrade your phone and join the best service out there stop by 12 Oaks mall and join Verizon on Thanksgiving day 6pm 12am or Black Friday Come to us for the best deals wearewsc Verizon Novi 12Oaks iPhone11 Android BestService ad ,Netherlands,1,Positive
282,2019-11-21 15:00:00, Apple has teamed up with 100cameras a nonprofit organization that teaches adolescents the foundations of photography and visual storytelling by donating new iPhone11 to participating students of DRWCollegePrep in Chicago ,France,1,Neutral
991,2019-11-20 15:17:36,So far I am loving my iPhone11 Big thing for me is battery life and this phone last me 2 days I average about 3 hr screen time a day Go apple,Germany,1,Neutral
120,2019-11-21 20:26:30, tokatwt dont care feet gimme that iphone11,Canada,1,Neutral
2,2019-11-22 02:00:59,iPhone 11 is pissing me off I have the phone in my pocket and the silent mode switch flips on by accident and I miss calls I wish I could change the function of the switch above the volume buttons apple iPhone11 Apple AppleSupport apple,Australia,1,Neutral
731,2019-11-20 22:52:01,Apple s iPhone11 battery case includes a dedicated camera button ,Canada,1,Neutral
733,2019-11-20 22:47:13, STCPay SAWA recharge and Easy STC bills payment STCPay IPhone11 STCPay,Singapore,1,Positive
402,2019-11-21 11:22:15,If you want a iPhone 11 Pro for free Participate now Steps to win Like this tweet Follow us now Join our telegram group Join our Facebook group And comment once you are done iphone11progiveaway free iphone11 want,Germany,1,Positive
400,2019-11-21 11:30:02,iPhone 11 amp XS Installation Video ,India,1,Neutral
477,2019-11-21 08:03:06, vickyyjam iphone11,Unknown,1,Neutral
690,2019-11-20 23:45:34,New Video is Live Ringke Fusion iPhone11 Case Lineup Appreciate those who come though ,Unknown,1,Neutral
730,2019-11-20 22:52:54, Should I buy my son the iphone11 Retweet for me and let s get some answers Thanks iPhone11ProMax iPhone11Pro Retweeet ,India,1,Neutral
475,2019-11-21 08:06:14, Apple Apple has released its Smart Battery Case for the iPhone 11 the iPhone 11 Pro and the iPhone 11 Pro Max iPhone iPhone11 iPhonePro iPhoneProMax iPhone11Case iPhone11ProCase Tech TechNews IndiatechAdvice Mumbai India Thursday,Unknown,1,Neutral
732,2019-11-20 22:49:23, STCPay Hassle free International Remittance STCPay IPhone11 STCPay,Unknown,1,Neutral
515,2019-11-21 06:14:31,Ok I think I need the iPhone11 now idc,Canada,1,Positive
571,2019-11-21 04:35:02,Can t Rename Your AirPods or Access the AirPods Menu Settings How to fix this issue ,Unknown,1,Neutral
918,2019-11-20 17:12:05,first video out now go and watch a quick charging test of the RealmeX2Pro Vs iPhone11 Pro Max vs Huawei P30 Pro by MadhavSheth1 in RealmeX2proLaunchEvent Click here to watch full video ,Germany,1,Positive
516,2019-11-21 06:12:04, Apple SmartBatteryCases for iPhone11 series launched ,Unknown,1,Neutral
591,2019-11-21 03:42:21,So impressed with the low light camera feature in my Apple iPhone11 I shot these two pics on my way to dinner tonight in MenomoneeFalls Wisconsin These are unedited except for a crop No tripod Just stand shoot and wow ,Unknown,1,Positive
209,2019-11-21 17:25:19,clown taekook jikook au smut fluff nsfw 18 iphone11 rt like deal promo gc gain mutuals kpop bts twice fancam mommy daddy follow spam ariana grande shawn mendes one direction 1D shane jeffree stan fortnite joker sco paa to manaa bomboclaat ,United States,1,Neutral
595,2019-11-21 03:31:03,Hear TechBurstAsia s Gin amp Tonic podcast w Asia s device guru BryanBMa to find out his take on the latest smarthphones Apple iPhone11 Google Pixel4 Samsung GalaxyS10 Huawei mate30 and a bit about wearables as well CRASingapore ,Unknown,1,Positive
127,2019-11-21 19:54:00,I currently have an iPhone I ve had one since the 4 I m tempted by the google phone does anyone know if this is a good idea or an absolute howler iPhone11 GooglePixel4,Unknown,1,Neutral
837,2019-11-20 19:22:02,iPhone 11 vs Pixel 4 Here s how Apple and Google s newest phones compare ,Unknown,1,Neutral
254,2019-11-21 16:04:07, MotorolaUS your razr phone is cool for nostalgic feels but the price is not Only a handful of people will buy it Everyone else would probably get the iPhone11 Donkey of the day goes to Motorola ,Canada,1,Neutral
221,2019-11-21 17:04:56,LMFAOOOO ED WAS WATCHING PORN IN THE SHOWER AND DROPPED HIS NEW IPHONE11 IN THE WATER AND NOW IT WONT TURN ON ,Canada,1,Neutral
861,2019-11-20 19:02:18, Apple has launched three new Smart Battery Cases for the iPhone11 iPhone11Pro and iPhone11ProMax offering up to 50 percent more battery life to your preferred device iPhone ,Singapore,1,Neutral
220,2019-11-21 17:06:51, LMFAOOOO ED WAS WATCHING PORN IN THE SHOWER AND DROPPED HIS NEW IPHONE11 IN THE WATER AND NOW IT WONT TURN ON ,Unknown,1,Neutral
880,2019-11-20 18:34:48,stcpay application excellent payment ease As well as when all purchases 4 times you get a financial reward I used the app to buy from the following stores SASCO KSA DanubeCo STCPay STCPay IPhone11 STCPay,United States,1,Positive
890,2019-11-20 18:28:37,Breaking News Apple released new Smart Battery Cases for the iPhone 11 series It features a button that takes pictures and videos whether your phone is locked or not A quick press of the button takes a photo and a longer press captures QuickTake video Apple iPhone11 Case ,Australia,1,Neutral
893,2019-11-20 18:14:28,Bought an iPhone 11 and didn t upload it s pic on my status ab pareshan hun k thek chaley ga ya nai sarcasm iPhone11ProMax iPhone11,Australia,1,Neutral
587,2019-11-21 03:58:06,Imagine how lit taking a selfie with AndrewYang would be with the iphone11 I d buy with my universal income YangGang DemocraticDebate ,Australia,1,Neutral
105,2019-11-21 21:13:02, hsieh zachary Yes I love ur custom stuff that u make there really cool like the iPhone11 and the AirPods and now the custom shoes,Netherlands,0,Positive
64,2019-11-21 22:30:59,Again my STCPay favorite merchant is DallatAlfaris IPhone11 STCPay,United States,0,Positive
104,2019-11-21 21:13:44, theoffgarrett Those are so dope I wish I could win the custom iPhone11 or the AirPods custom,Unknown,0,Positive
103,2019-11-21 21:16:02, ItsSpancs iphone11 ad,United States,0,Neutral
98,2019-11-21 21:26:34, Patricia Rose33 like how do you even know what an iPhone11 is lmao,Unknown,0,Positive
96,2019-11-21 21:29:49, iPhone 8plus available at giveaway price iPhone11 plus iphonex s apple iphonex8plus iphonexsmax iphonexr pro spl ,Unknown,0,Positive
65,2019-11-21 22:30:51,Doing IPhone 11 Orders for just 120 only today iphone11 iphoneplug plug methods iphoneforlow pay with cashapp applepay zelle googlepay venmo ,Germany,0,Neutral
17,2019-11-22 00:30:50, TheDebugStore If it is I want to tell you I am disappointed by the first offer of the iphone11 I feel like they cheated me with the offer Iphone 11 at 50 discount and they give you 350 for your iphone 7 in tradein ,Canada,0,Neutral
61,2019-11-21 22:41:27,Good offer IPhone11 STCPay ,Unknown,0,Positive
60,2019-11-21 22:44:42,I ve had a handful of iphones in my day Most have performed decently The iPhone11 has been garbage Absolute trash The processor is slow and the camera takes decades to take a picture Why Apple Can t you take this trash back ,Canada,0,Neutral
24,2019-11-22 00:20:00,There s Now an Official iPhone11 Smart Battery Case with a Dedicated Camera Button and Wireless Charging ,Canada,0,Neutral
22,2019-11-22 00:24:07,bitches be saying fuck capitalism but then buy the iphone11 just bcs it s yellow,Australia,0,Neutral
21,2019-11-22 00:25:19, bitches be saying fuck capitalism but then buy the iphone11 just bcs it s yellow,France,0,Neutral
16,2019-11-22 00:36:55,Portraits of Phoebe will never get old dogsoftwitter iPhone11 ,Germany,0,Neutral
109,2019-11-21 20:46:02,Best LeatherCases for iPhone11 in 2019 The Covers Crafted with Genuine Leather Cases iPhoneLeatherCases ,Germany,0,Positive
107,2019-11-21 21:06:09,Soph finally has a nice phone for herself The iPhone11 amp the camera is stupid Ffs ,Australia,0,Neutral
82,2019-11-21 21:56:22, It depends how you look so you see it Michigan Strictly Harbaugh SerieAxESPN ,Unknown,0,Neutral
111,2019-11-21 20:43:35,So this Black Friday thingy what am I chances of getting an iPhone11 for say like 5k ,Canada,0,Neutral
77,2019-11-21 22:04:54, STCPay Fantastic Amazing IPhone11 STCPay,France,0,Positive
89,2019-11-21 21:43:25,Got the iphone11 ,France,0,Neutral
86,2019-11-21 21:46:18, Hk3ToN can you please look into or maybe do a cool wallpaper for the iPhone11 purple Just got the purple one a couple weeks ago I been looking for a wallpaper for the pastel purple iPhone If not it s cool thanks for your work ,Canada,0,Neutral
10,2019-11-22 01:21:04,It is So prode of AppleNews AppleMusic AppleTV AppleTVPlus AppStore tim cook JayGTate fototodd iPhone11 iphone11pro AppleWatch Wallpapers 360moirea 360view 360 ApplePark AppleEvent ,France,0,Neutral
81,2019-11-21 21:56:45,After going through a rigorous tour round different men cucumber to get an iphone11 your here telling me your a prophecy ,Canada,0,Neutral
91,2019-11-21 21:38:47,New video Look Mom NO GIMBAL iPhone11 Ultra Wide in Austin smartphone filmmaking Watch ,Canada,0,Neutral
78,2019-11-21 22:00:20, TODAY WILL BE A GOOD DAY iPhone11 NewDefender KillThisLove UNHRC ABSCBNBallFanF ,Unknown,0,Positive
70,2019-11-21 22:19:43, hsieh zachary Hope I win lol thanks for the opportunity to win a IPHONE11 ,United States,0,Positive
115,2019-11-21 20:34:15,SCONTI Amazon iTech d AUTUNNO 21 novembre 2019 ,Unknown,0,Neutral
69,2019-11-21 22:20:45, hsieh zachary I honestly don t need an iPhone11 Mine works okay but if I somehow won one it would make my year and I d be thankful for as long as possible And for Thanksgiving I m thankful for awesome content creators giveaways or not you make so many people happy ,Unknown,0,Positive
66,2019-11-21 22:30:29,NEW VIDEO ALERT Just dropped Our Top 5 Features of the newest iPhones RT s always appreciated mi familia Big up to my main man TotalTechvids for the collab iPhone11ProMax iPhone11,India,0,Neutral
94,2019-11-21 21:35:21, Reindeer run starting NOW D3finishstrong iPhone11 pro ,United States,0,Neutral
123,2019-11-21 20:15:46, BeARachel Whoa Check out my casetify gallery ,Canada,0,Neutral
122,2019-11-21 20:16:10,Thanks iPhone11 for being so fucking stupidly made that no matter which side I put you on you make watching stuff on the treadmill basically impossible,Australia,0,Negative
12,2019-11-22 01:12:12,I just entered to win a iPhone11 Pro Giveaway hosted by PlaysJessie Check it out ,Unknown,0,Positive
40,2019-11-21 23:40:02,Snowflakes Phone Case Only for 15 with FREE SHIPPING iphonecase phonecase iphone phone iphone6 iphone7 iphone8 iphonex iphonexs iphonexsmax iphonexr iphone11 iphone11pro iphone11promax ,Unknown,0,Neutral
9,2019-11-22 01:21:40,I need a iphone11 ,Canada,0,Neutral
234,2019-11-21 16:37:00, Apple is commited to turning phones in professional photography tools Apple iPhone iPhone11 ,Unknown,0,Neutral
260,2019-11-21 15:49:56, Apple Partners with the Non Profit 100cameras Organization by Equipping each Student with an iPhone11 ,Unknown,0,Neutral
256,2019-11-21 15:54:00, RyanKGives iPhone11,Singapore,0,Neutral
249,2019-11-21 16:13:14, snowfulls Iphone11,Canada,0,Neutral
244,2019-11-21 16:27:06,New iphone11 who dis ,Unknown,0,Neutral
239,2019-11-21 16:30:42, michael louis michaellouis Follow and buy beautiful accessories for you and your phone access accessories cases iPh ,Germany,0,Positive
235,2019-11-21 16:34:40,ONE OF JIHOON S FANSITES FINALLY BOUGHT HIM AN IPHONE11 NO MORE ANDROID UJI ,Unknown,0,Neutral
233,2019-11-21 16:37:04,Can anyone help me out My iPhone11 screen keeps lighting up whenever I m listening to music and the song changes It s super frustrating and I can t work out how to stop it AppleSupport,United States,0,Neutral
